,0
675,154.50063512352617
676,132.28023306238077
677,140.43811848854816
678,100.67164473431987
679,109.52923976722359
680,111.48579960274992
681,97.28684212409712
682,177.93674758166435
683,114.5116398792143
684,230.0946882501221
685,83.02608672807226
686,154.18847948817753
687,111.72350485555462
688,46.25018337334662
689,113.49284415322326
690,108.95373095163625
691,113.46259841685813
692,161.00342741571956
693,108.5601837409455
694,113.14284146086922
695,155.82615202152016
696,150.08338103891657
697,-50.64333414403836
698,6.378596019739169
699,55.56910537122885
700,-47.130667503357
701,-66.417792594122
702,44.24311516779511
703,38.702261241892806
704,107.69453830639158
705,-80.75299151003166
706,-85.04702654294861
707,-157.69694083472896
708,10.11077111716412
709,-55.582920403394965
710,63.969225439243566
711,113.47245141268284
712,-74.61557932351316
713,46.881101977286015
714,115.98874819259439
715,210.9565802325019
716,112.62941335431105
717,227.49096098727833
718,135.00309602355628
719,112.10713884015661
720,106.74696307199955
721,81.24193992360257
722,143.98451907601174
723,229.2561802862341
724,177.89562734201175
725,146.96677240939314
726,147.38245609121176
727,162.025083073409
728,134.655182269444
729,174.9055307935188
730,110.13629361227014
731,116.45396499148647
732,229.9114168564857
733,117.94446712217851
734,132.20825808621646
735,167.55459813592412
736,112.00750347538315
737,110.13349314794665
738,176.66188046985212
739,144.5587121606754
740,130.33422966819927
741,207.53282584894214
742,152.81252606962786
743,207.56793553915026
744,172.0278274857805
745,48.78588490730536
746,223.18007374385164
747,92.09260940939097
748,213.37748189187323
749,108.946812896113
750,231.76194126746893
751,106.34471027547696
752,118.33803543885293
753,225.20380261899322
754,228.9625598932803
755,110.29129336842854
756,113.02582656776653
757,147.0510313081714
758,161.06805497291703
759,229.2684336429873
760,112.72324243733968
761,171.0769042940815
762,159.8091812667436
763,234.22935639786786
764,108.05071967425113
765,109.24039114825192
766,171.3300818286027
767,140.33308025864434
768,233.07942292512445
769,118.6064596033098
770,180.37267071201381
771,178.31679089754462
772,171.88901693211037
773,181.04847709882702
774,122.28449308477884
775,154.73196039877942
776,155.7076135956797
777,221.68153973623117
778,229.23782942873973
779,115.00927927699163
780,107.3416666917926
781,108.00910916301805
782,165.48278067892454
783,110.82049327185591
784,98.98996372923307
785,103.78702323535036
786,87.44114894484964
787,103.09755705043267
788,103.07161931085218
789,126.51731249007494
790,116.71624403449773
791,230.10813729726627
792,111.0534078047628
793,93.24855886216461
794,98.12081341511232
795,78.52875548400347
796,113.389115422001
797,87.80927791242843
798,101.99389864440855
799,43.44787250093439
800,98.47676337521791
801,36.69108908876932
802,122.16387841781278
803,96.93410940494815
804,99.18505560390014
805,97.46480798657906
806,84.7145701435911
807,120.00554852909794
808,81.04891851902347
809,97.76681707212019
810,163.44028366938704
811,137.3753522783993
812,104.03715764397855
813,114.90100815469481
814,117.0782258471845
815,107.20357326861047
816,107.49995152827115
817,144.36522564380851
818,120.87942537663295
819,116.89612036168566
820,160.15152244564024
821,112.39464508013046
822,102.40961743097363
823,108.43935008538948
824,81.78392222379509
825,83.25317892693656
826,117.00175435411762
827,80.78107507638921
828,92.1286799178387
829,50.08385589836466
830,82.06690130776656
831,81.89225532638076
832,100.5349233170415
833,41.21493648704956
834,98.71478446972242
835,35.37588288523893
836,77.40454636143922
837,77.61015517326791
838,105.57139466995845
839,70.17884123530041
840,83.13985016787872
841,92.95784648094073
842,101.16590267346466
843,90.0254451151089
844,44.25032434400535
845,80.99475977717371
846,78.5435106865832
847,77.62267223546782
848,106.53853151097053
849,74.19700317567873
850,48.46577900329666
851,70.43742872572926
852,89.52047013368504
853,95.48706055371882
854,35.423688524292345
855,81.36304224898028
856,70.95915664500272
857,110.61945964485835
858,71.75791878609442
859,85.50805857345983
860,83.69493856116026
861,93.02251164222086
862,92.2155633426027
863,80.96587643724384
864,101.30725160137827
865,101.58454971521844
866,74.56987936209906
867,102.59506721754116
868,93.03421003023425
869,106.38504358377044
870,92.56671121647159
871,96.68507214061579
872,113.71686154164637
873,104.97911936688885
874,117.44773702278127
875,103.58755412879458
876,117.16025353346714
877,105.54822316752018
878,79.76715228147131
879,74.54622927937628
880,82.30086413022427
881,92.69332437175656
882,82.70874292114934
883,118.83270405490074
884,215.0256195696264
885,88.83140680387322
886,111.48912189770566
887,96.79942325351998
888,109.00445340466696
889,170.89584989187506
890,146.93556764527492
891,132.05889824271785
892,141.8660942276663
893,79.68056719194222
894,101.07155892604986
895,83.42077485760662
896,91.55602154040669
897,108.30369886617291
898,78.51753229150744
899,118.80317707187407
900,143.7523308104063
901,215.72848346379382
902,121.74153812168626
903,161.1975877798774
904,101.78367766543565
905,217.33594990091248
906,131.54408590609341
907,211.704441616444
908,107.18059891579969
909,126.72271575953265
910,132.37239703075747
911,210.2600713953576
912,168.87259159487817
913,109.94243564122156
914,220.8327730396905
915,144.4648793690527
916,108.13708143355494
917,116.79258407873711
918,119.96353627522025
919,106.99581355795658
920,108.11032120578464
921,118.60908834018204
922,165.10296297608488
923,19.269818899692233
924,229.24254107120694
925,108.99714291821122
926,113.49729517975487
927,76.13506831799964
928,131.23976093522495
929,123.84017258396685
930,144.07026585408184
931,140.52413995441808
932,214.63512248167194
933,116.54009610459038
934,230.181973334367
935,106.60893301430642
936,115.16391045683646
937,224.81788803021823
938,228.632060573751
939,163.50258804801723
940,112.04899576364076
941,111.87280971937571
942,112.89101506180235
943,104.81357215576477
944,117.06807596440692
945,105.32723421734838
946,110.52297208804828
947,117.30059947182158
948,113.87924211614204
949,129.19426838731513
950,227.68621080303328
951,139.15849361979966
952,108.22762793545088
953,110.30947927528838
954,161.79983139841434
955,131.13679465134845
