,0
2703,160
2704,164
2705,86
2706,85
2707,85
2708,94
2709,98
2710,86
2711,91
2712,126
2713,169
2714,89
2715,88
2716,91
2717,166
2718,91
2719,85
2720,88
2721,95
2722,88
2723,92
2724,92
2725,235
2726,59
2727,64
2728,263
2729,142
2730,118
2731,156
2732,95
2733,93
2734,95
2735,168
2736,227
2737,221
2738,158
2739,227
2740,85
2741,88
2742,221
2743,57
2744,58
2745,175
2746,76
2747,146
2748,161
2749,247
2750,56
2751,55
2752,56
2753,53
2754,54
2755,50
2756,56
2757,51
2758,43
2759,38
2760,53
2761,97
2762,75
2763,88
2764,175
2765,84
2766,144
2767,75
2768,85
2769,84
2770,184
2771,145
2772,177
2773,136
2774,81
2775,142
2776,73
2777,81
2778,167
2779,170
2780,85
2781,168
2782,155
2783,151
2784,85
2785,149
2786,148
2787,78
2788,66
2789,146
2790,67
2791,38
2792,144
2793,292
2794,74
2795,288
2796,140
2797,137
2798,68
2799,141
2800,68
2801,62
2802,144
2803,84
2804,160
2805,285
2806,74
2807,148
2808,75
2809,102
2810,282
2811,64
2812,73
2813,101
2814,70
2815,283
2816,296
2817,301
2818,77
2819,73
2820,68
2821,256
2822,77
2823,99
2824,62
2825,125
2826,69
2827,37
2828,38
2829,37
2830,38
2831,132
2832,63
2833,127
2834,131
2835,120
2836,88
2837,121
2838,123
2839,66
2840,70
2841,68
2842,99
2843,68
2844,103
2845,74
2846,133
2847,83
2848,72
2849,124
2850,138
2851,37
2852,42
2853,39
2854,39
2855,36
2856,42
2857,37
2858,325
2859,38
2860,38
2861,38
2862,284
2863,286
2864,284
2865,325
2866,293
2867,245
2868,75
2869,248
2870,194
2871,197
2872,193
2873,193
2874,207
2875,209
2876,170
2877,307
2878,79
2879,74
2880,196
2881,6
2882,318
2883,74
2884,197
2885,232
2886,187
2887,500
2888,477
2889,440
2890,75
2891,70
2892,63
2893,285
2894,500
2895,70
2896,189
2897,290
2898,279
2899,292
2900,133
2901,62
2902,146
2903,336
2904,201
2905,278
2906,203
2907,393
2908,218
2909,112
2910,195
2911,213
2912,193
2913,220
2914,151
2915,149
2916,198
2917,336
2918,95
2919,177
2920,199
2921,354
2922,172
2923,180
2924,351
2925,367
2926,217
2927,110
2928,200
2929,149
2930,96
2931,98
2932,187
2933,352
2934,249
2935,168
2936,178
2937,193
2938,127
2939,255
2940,443
2941,120
2942,196
2943,59
2944,500
2945,500
2946,500
2947,500
2948,500
2949,500
2950,500
2951,500
2952,500
2953,500
2954,500
2955,500
2956,197
2957,109
2958,48
2959,20
2960,21
2961,35
2962,36
2963,27
2964,30
2965,24
2966,24
2967,26
2968,28
2969,27
2970,34
2971,90
2972,39
2973,38
2974,37
2975,37
2976,36
2977,67
2978,34
2979,35
2980,73
2981,73
2982,118
2983,73
2984,71
2985,104
2986,115
2987,215
2988,101
2989,109
2990,69
2991,113
2992,115
2993,102
2994,96
2995,102
